filename,time,fake,logit
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/68000/68024.png,6.813110,0,-16.269548
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/69000/69593.png,1.459838,0,-15.754560
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/68000/68329.png,1.457142,0,-17.914003
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/69000/69872.png,1.255493,0,-18.897526
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/69000/69555.png,1.258445,0,-16.453506
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/098000/098195.png,1.401188,1,16.556007
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/098000/098837.png,1.377509,1,16.444462
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/098000/098918.png,1.294804,1,16.405359
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/099000/099701.png,1.357676,1,18.102797
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/68000/68808.png,1.222797,0,-14.461204
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/098000/098259.png,1.417753,1,17.180149
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/099000/099059.png,1.360124,1,16.541443
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/69000/69069.png,2.290548,0,-12.162240
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/69000/69987.png,1.188841,0,-18.932848
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/68000/68794.png,1.292199,0,-15.028631
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/68000/68281.png,1.854878,0,-16.035610
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/099000/099264.png,1.350402,1,18.829779
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/68000/68591.png,1.782336,0,-19.906769
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/098000/098267.png,1.310547,1,17.267294
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/69000/69900.png,1.405332,0,-7.635774
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/098000/098912.png,1.377178,1,19.231434
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/69000/69431.png,1.354635,0,-21.114656
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/099000/099447.png,1.262768,1,17.717737
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/69000/69715.png,1.258644,0,-22.899435
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/099000/099783.png,1.412971,1,18.290092
/content/drive/MyDrive/datasets/ffhq-real/images1024x1024/68000/68989.png,1.265630,0,-16.830196
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/099000/099389.png,1.946655,1,16.172802
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/098000/098012.png,1.432451,1,19.044022
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/098000/098617.png,1.412528,1,16.314890
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/098000/098818.png,1.366457,1,20.372911
/content/drive/MyDrive/datasets/stylegan2/images/100k-generated-images/ffhq-1024x1024/stylegan2-config-f-psi-0.5/099000/099472.png,1.291959,1,18.767635
