filename,time,fake,logit
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/337/000756.png,6.162845,1,-2.723520
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/471/000531.png,0.061517,1,-4.673985
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00056244.JPEG,0.126998,0,-6.334969
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00083414.JPEG,0.147702,0,-0.838894
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/500/000444.png,0.036855,1,-1.881617
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00017240.JPEG,0.113448,0,-6.173012
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00044663.JPEG,0.104637,0,-15.604425
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00036305.JPEG,0.102546,0,-21.867125
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00002501.JPEG,0.083434,0,-21.749365
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00039773.JPEG,0.110718,0,-10.844882
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00059901.JPEG,0.096781,0,-6.294581
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/366/000754.png,0.036184,1,3.099180
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00062262.JPEG,0.109246,0,-11.637751
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/650/000786.png,0.049594,1,-2.339371
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/272/000653.png,0.035989,1,-1.551587
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/111/000428.png,0.048810,1,3.717227
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00020899.JPEG,0.094610,0,-15.563029
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/64/000530.png,0.039617,1,-5.098234
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00090078.JPEG,0.093982,0,-18.152910
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00014927.JPEG,0.109394,0,-12.703918
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00031847.JPEG,0.112647,0,-21.235725
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/286/000666.png,0.035535,1,-0.142902
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00028120.JPEG,0.105697,0,-12.329694
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/558/000323.png,0.036161,1,-11.016432
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/612/000559.png,0.039252,1,6.949105
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00075995.JPEG,0.109176,0,-10.600610
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/774/000057.png,0.036469,1,-2.953644
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00009247.JPEG,0.136281,0,-15.005060
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/281/000668.png,0.039500,1,-5.029231
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/71/000895.png,0.038684,1,-1.946312
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00027453.JPEG,0.107449,0,-10.870097
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00005612.JPEG,0.110511,0,-12.016081
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00093637.JPEG,0.126785,0,-1.882122
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/106/000470.png,0.036088,1,-0.163808
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/799/000649.png,0.036034,1,4.301484
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/665/000475.png,0.044609,1,1.776595
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00094086.JPEG,0.108631,0,-21.200737
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/54/000294.png,0.035614,1,-3.410744
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00011928.JPEG,0.108102,0,-10.036948
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/463/000036.png,0.038783,1,-1.558098
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00083536.JPEG,0.112584,0,-12.088588
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00020560.JPEG,0.131035,0,-11.632478
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00004766.JPEG,0.109188,0,-15.637453
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/52/000839.png,0.039453,1,-5.939237
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/60/000242.png,0.038819,1,-4.437243
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/789/000231.png,0.035702,1,-4.963283
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/796/000877.png,0.039468,1,-0.404608
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00098010.JPEG,0.094285,0,-10.689019
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/784/000382.png,0.036243,1,-2.369359
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00011265.JPEG,0.106951,0,-25.379679
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/82/000253.png,0.036162,1,-5.558678
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/969/000976.png,0.039433,1,-6.514633
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00089498.JPEG,0.103776,0,-14.973158
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/219/000875.png,0.039570,1,-3.660424
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/700/000887.png,0.035828,1,2.861605
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00038266.JPEG,0.096894,0,-12.847678
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00012266.JPEG,0.107391,0,-12.127192
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00005067.JPEG,0.094846,0,-13.059476
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/973/000021.png,0.039375,1,-6.285268
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/536/000070.png,0.035981,1,-5.427314
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/565/000080.png,0.038461,1,0.863506
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00042380.JPEG,0.108602,0,-24.531597
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00028168.JPEG,0.093219,0,-6.022745
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00013779.JPEG,0.094219,0,-7.776459
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00020906.JPEG,0.095099,0,-7.506631
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00025616.JPEG,0.097082,0,-12.378197
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00067706.JPEG,0.143119,0,-5.289041
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/681/000582.png,0.038874,1,2.141172
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00022990.JPEG,0.117003,0,-10.206300
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00099262.JPEG,0.114874,0,-16.414467
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/810/000266.png,0.039102,1,3.042369
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00046416.JPEG,0.143134,0,-13.424204
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00091512.JPEG,0.101401,0,-16.054974
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00060186.JPEG,0.132299,0,-13.047463
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00039569.JPEG,0.110368,0,-3.488864
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/837/000346.png,0.035801,1,2.732170
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/914/000947.png,0.038754,1,-5.625064
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00092339.JPEG,0.106794,0,-7.204522
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/343/000561.png,0.035855,1,-4.782142
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00062351.JPEG,0.091118,0,-11.585243
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00063188.JPEG,0.110654,0,-20.445910
/kaggle/working/cin_kmixed_p1.0_a0.005_fid6.59/818/000220.png,0.035330,1,7.855907
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00047127.JPEG,0.108742,0,-10.961585
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00081700.JPEG,0.112297,0,-5.363462
/kaggle/input/imagenet-object-localization-challenge/ILSVRC/Data/CLS-LOC/test/ILSVRC2012_test_00058452.JPEG,0.097869,0,-14.121409
